item_id,property,value
656,color,color_val_2
656,category,category_val_2
656,brand,brand_val_1
657,brand,brand_val_7
658,color,color_val_2
658,category,category_val_4
658,price,price_val_4
659,color,color_val_2
659,category,category_val_6
660,brand,brand_val_9
660,category,category_val_6
661,price,price_val_1
661,brand,brand_val_7
662,price,price_val_3
662,category,category_val_1
663,color,color_val_0
663,brand,brand_val_0
664,color,color_val_6
664,category,category_val_2
665,category,category_val_1
665,color,color_val_0
665,price,price_val_0
666,brand,brand_val_8
666,color,color_val_9
666,price,price_val_9
667,color,color_val_1
668,color,color_val_7
668,category,category_val_9
668,price,price_val_0
669,brand,brand_val_5
669,color,color_val_7
670,price,price_val_3
670,color,color_val_1
671,price,price_val_9
671,brand,brand_val_5
672,category,category_val_3
672,color,color_val_6
673,price,price_val_0
674,price,price_val_7
675,price,price_val_2
675,brand,brand_val_1
676,brand,brand_val_4
677,color,color_val_2
678,brand,brand_val_7
678,color,color_val_3
679,category,category_val_0
679,brand,brand_val_5
680,category,category_val_6
680,color,color_val_2
681,price,price_val_7
682,price,price_val_1
683,brand,brand_val_0
684,color,color_val_8
684,category,category_val_9
684,price,price_val_3
685,brand,brand_val_4
686,price,price_val_6
686,color,color_val_5
687,category,category_val_1
687,brand,brand_val_0
688,brand,brand_val_6
688,price,price_val_2
689,color,color_val_0
689,category,category_val_7
690,color,color_val_3
691,color,color_val_2
691,price,price_val_7
691,category,category_val_8
692,price,price_val_3
692,color,color_val_0
692,brand,brand_val_6
693,price,price_val_9
694,price,price_val_2
695,price,price_val_8
695,brand,brand_val_9
695,color,color_val_6
696,brand,brand_val_9
697,color,color_val_2
698,price,price_val_5
699,price,price_val_8
699,color,color_val_8
700,color,color_val_5
700,price,price_val_1
701,color,color_val_5
701,price,price_val_4
701,category,category_val_3
702,color,color_val_6
703,color,color_val_3
704,price,price_val_4
704,color,color_val_7
705,color,color_val_6
705,category,category_val_4
705,brand,brand_val_1
706,brand,brand_val_3
706,color,color_val_3
707,color,color_val_3
707,category,category_val_4
708,brand,brand_val_6
708,color,color_val_0
709,price,price_val_0
709,category,category_val_8
710,brand,brand_val_9
710,price,price_val_6
711,color,color_val_9
711,brand,brand_val_9
711,price,price_val_1
712,price,price_val_6
712,brand,brand_val_9
712,color,color_val_7
713,price,price_val_2
713,color,color_val_0
713,brand,brand_val_5
714,price,price_val_3
715,category,category_val_0
715,brand,brand_val_9
716,price,price_val_8
716,brand,brand_val_3
717,color,color_val_8
717,brand,brand_val_7
718,category,category_val_6
718,color,color_val_2
718,brand,brand_val_4
719,brand,brand_val_7
719,price,price_val_2
719,color,color_val_1
720,category,category_val_9
721,price,price_val_1
721,category,category_val_9
721,color,color_val_9
722,color,color_val_3
723,category,category_val_7
724,category,category_val_1
724,price,price_val_4
724,brand,brand_val_3
725,price,price_val_2
725,color,color_val_6
725,brand,brand_val_0
726,category,category_val_6
726,price,price_val_4
726,color,color_val_1
727,color,color_val_1
727,brand,brand_val_0
728,price,price_val_4
728,color,color_val_0
728,category,category_val_1
729,price,price_val_8
729,brand,brand_val_2
730,category,category_val_1
730,color,color_val_3
731,category,category_val_9
731,color,color_val_8
732,color,color_val_7
733,category,category_val_8
733,brand,brand_val_5
733,price,price_val_0
734,brand,brand_val_4
734,color,color_val_2
734,category,category_val_4
735,price,price_val_8
735,color,color_val_0
736,price,price_val_0
736,category,category_val_0
736,brand,brand_val_6
737,category,category_val_4
737,color,color_val_6
737,price,price_val_6
738,price,price_val_3
738,brand,brand_val_8
739,brand,brand_val_1
740,brand,brand_val_8
741,category,category_val_7
741,brand,brand_val_7
741,color,color_val_5
742,brand,brand_val_0
743,price,price_val_9
744,category,category_val_0
744,price,price_val_1
744,brand,brand_val_8
745,brand,brand_val_5
745,category,category_val_4
746,category,category_val_6
747,brand,brand_val_4
747,category,category_val_6
747,price,price_val_2
748,category,category_val_6
748,price,price_val_6
748,color,color_val_9
749,category,category_val_1
749,color,color_val_8
750,price,price_val_0
750,category,category_val_2
751,category,category_val_8
751,color,color_val_4
752,color,color_val_7
752,brand,brand_val_1
753,color,color_val_7
754,color,color_val_6
754,price,price_val_4
755,category,category_val_9
756,price,price_val_2
756,color,color_val_6
756,brand,brand_val_9
757,price,price_val_1
758,brand,brand_val_5
758,price,price_val_7
758,color,color_val_6
759,brand,brand_val_7
760,brand,brand_val_1
760,price,price_val_3
761,category,category_val_9
761,brand,brand_val_2
762,category,category_val_1
762,brand,brand_val_1
762,color,color_val_6
763,category,category_val_8
763,color,color_val_5
764,color,color_val_8
764,category,category_val_8
765,category,category_val_9
766,category,category_val_5
767,price,price_val_2
767,category,category_val_4
767,brand,brand_val_8
768,color,color_val_9
768,category,category_val_3
769,category,category_val_5
770,category,category_val_1
771,category,category_val_0
772,price,price_val_9
772,color,color_val_9
772,brand,brand_val_6
773,color,color_val_5
773,category,category_val_5
773,brand,brand_val_5
774,brand,brand_val_2
774,category,category_val_7
775,category,category_val_6
776,price,price_val_3
776,brand,brand_val_8
776,category,category_val_7
777,price,price_val_2
777,color,color_val_5
777,brand,brand_val_0
778,color,color_val_3
778,price,price_val_1
779,color,color_val_0
779,price,price_val_4
779,brand,brand_val_0
780,category,category_val_7
780,brand,brand_val_6
781,color,color_val_9
781,brand,brand_val_4
782,color,color_val_6
783,brand,brand_val_3
784,category,category_val_0
784,color,color_val_8
785,color,color_val_0
786,price,price_val_6
787,color,color_val_0
788,color,color_val_6
789,price,price_val_6
789,category,category_val_5
790,category,category_val_4
790,price,price_val_7
791,price,price_val_3
791,category,category_val_7
792,color,color_val_1
792,category,category_val_4
792,brand,brand_val_1
793,category,category_val_7
794,color,color_val_3
794,brand,brand_val_1
795,category,category_val_2
795,color,color_val_9
796,brand,brand_val_5
797,brand,brand_val_4
797,color,color_val_2
798,brand,brand_val_7
798,color,color_val_0
799,color,color_val_3
799,price,price_val_0
800,category,category_val_8
800,color,color_val_7
801,brand,brand_val_1
801,category,category_val_9
802,color,color_val_8
802,brand,brand_val_3
803,brand,brand_val_3
803,color,color_val_3
803,category,category_val_4
804,category,category_val_1
804,price,price_val_1
804,color,color_val_7
805,color,color_val_2
805,brand,brand_val_9
806,brand,brand_val_4
806,price,price_val_0
806,color,color_val_0
807,price,price_val_1
807,brand,brand_val_4
807,category,category_val_6
808,color,color_val_6
809,price,price_val_8
810,brand,brand_val_9
811,price,price_val_1
811,color,color_val_9
811,brand,brand_val_6
812,category,category_val_9
812,brand,brand_val_7
812,color,color_val_4
813,category,category_val_8
813,price,price_val_5
814,color,color_val_4
815,color,color_val_7
815,category,category_val_3
816,category,category_val_1
817,price,price_val_0
818,color,color_val_7
818,category,category_val_9
818,price,price_val_2
819,price,price_val_6
819,brand,brand_val_3
819,color,color_val_3
820,category,category_val_6
820,brand,brand_val_0
820,color,color_val_5
821,color,color_val_7
821,brand,brand_val_9
821,price,price_val_4
822,brand,brand_val_7
822,category,category_val_6
823,color,color_val_2
824,color,color_val_6
824,category,category_val_4
825,category,category_val_1
825,price,price_val_8
825,brand,brand_val_8
826,price,price_val_2
827,category,category_val_9
827,color,color_val_3
828,price,price_val_1
828,color,color_val_4
829,color,color_val_1
829,brand,brand_val_2
830,category,category_val_8
830,price,price_val_9
830,brand,brand_val_7
831,color,color_val_2
831,category,category_val_5
831,brand,brand_val_7
832,price,price_val_3
833,brand,brand_val_4
833,category,category_val_3
834,price,price_val_4
835,category,category_val_4
835,color,color_val_2
836,price,price_val_7
836,color,color_val_8
836,category,category_val_5
837,price,price_val_8
837,brand,brand_val_8
837,color,color_val_9
838,brand,brand_val_4
838,category,category_val_6
839,color,color_val_2
840,color,color_val_2
841,price,price_val_4
841,category,category_val_8
842,price,price_val_8
842,color,color_val_3
842,category,category_val_7
843,price,price_val_0
844,price,price_val_0
844,color,color_val_8
844,brand,brand_val_9
845,color,color_val_0
846,category,category_val_4
847,category,category_val_4
847,color,color_val_6
847,brand,brand_val_5
848,price,price_val_2
848,brand,brand_val_8
848,color,color_val_3
849,color,color_val_8
849,brand,brand_val_5
850,price,price_val_2
851,color,color_val_4
851,category,category_val_1
851,price,price_val_2
852,price,price_val_5
852,color,color_val_4
852,category,category_val_0
853,category,category_val_5
853,price,price_val_5
853,color,color_val_0
854,price,price_val_1
854,category,category_val_6
854,brand,brand_val_3
855,brand,brand_val_6
856,category,category_val_5
856,brand,brand_val_1
856,color,color_val_5
857,price,price_val_1
857,category,category_val_6
858,price,price_val_5
858,category,category_val_0
858,brand,brand_val_4
859,price,price_val_5
859,brand,brand_val_6
859,category,category_val_7
860,brand,brand_val_2
861,category,category_val_2
861,price,price_val_7
862,brand,brand_val_1
862,price,price_val_7
863,brand,brand_val_9
864,brand,brand_val_0
864,price,price_val_8
865,category,category_val_7
865,brand,brand_val_0
866,color,color_val_5
866,brand,brand_val_3
866,price,price_val_7
867,brand,brand_val_6
867,category,category_val_2
868,color,color_val_5
868,brand,brand_val_8
869,color,color_val_8
869,category,category_val_2
870,price,price_val_7
870,color,color_val_6
870,category,category_val_1
871,color,color_val_2
871,price,price_val_7
871,brand,brand_val_7
872,brand,brand_val_3
872,category,category_val_2
873,brand,brand_val_6
873,color,color_val_3
874,brand,brand_val_8
874,color,color_val_4
875,brand,brand_val_1
876,brand,brand_val_1
877,brand,brand_val_6
877,price,price_val_1
877,color,color_val_9
878,brand,brand_val_4
878,price,price_val_5
879,price,price_val_2
879,brand,brand_val_6
880,brand,brand_val_2
881,price,price_val_8
881,category,category_val_3
882,brand,brand_val_2
882,category,category_val_5
882,color,color_val_5
883,category,category_val_8
883,color,color_val_5
884,category,category_val_2
884,color,color_val_3
884,brand,brand_val_2
885,color,color_val_4
885,price,price_val_1
885,category,category_val_2
886,color,color_val_9
887,category,category_val_3
887,color,color_val_0
888,brand,brand_val_3
889,category,category_val_5
889,brand,brand_val_1
889,price,price_val_4
890,category,category_val_1
890,brand,brand_val_6
891,brand,brand_val_0
892,category,category_val_8
892,brand,brand_val_0
893,category,category_val_8
894,category,category_val_6
895,brand,brand_val_4
896,category,category_val_1
896,brand,brand_val_7
897,brand,brand_val_4
897,color,color_val_5
898,color,color_val_3
898,category,category_val_8
898,brand,brand_val_8
899,color,color_val_7
899,price,price_val_9
899,brand,brand_val_9
900,color,color_val_0
900,brand,brand_val_1
901,category,category_val_4
901,price,price_val_8
902,category,category_val_2
902,color,color_val_9
902,price,price_val_8
903,category,category_val_8
903,brand,brand_val_9
904,color,color_val_3
904,brand,brand_val_2
905,price,price_val_7
905,color,color_val_5
905,brand,brand_val_4
906,color,color_val_4
906,price,price_val_1
906,brand,brand_val_6
907,brand,brand_val_8
907,price,price_val_2
908,category,category_val_4
909,brand,brand_val_0
910,price,price_val_2
910,brand,brand_val_5
910,color,color_val_6
911,brand,brand_val_8
911,color,color_val_7
912,brand,brand_val_6
913,brand,brand_val_0
914,category,category_val_1
914,brand,brand_val_0
915,category,category_val_8
915,color,color_val_0
915,brand,brand_val_7
916,color,color_val_3
916,price,price_val_9
916,brand,brand_val_9
917,category,category_val_1
918,price,price_val_1
918,brand,brand_val_0
918,category,category_val_9
919,price,price_val_6
919,color,color_val_2
919,brand,brand_val_6
920,category,category_val_2
921,brand,brand_val_5
921,category,category_val_5
921,color,color_val_0
922,category,category_val_7
923,color,color_val_7
923,price,price_val_8
923,category,category_val_0
924,brand,brand_val_5
925,price,price_val_8
925,color,color_val_7
926,price,price_val_8
926,category,category_val_8
926,brand,brand_val_1
927,price,price_val_3
928,category,category_val_9
929,brand,brand_val_7
929,color,color_val_1
930,color,color_val_7
930,category,category_val_8
931,color,color_val_3
931,brand,brand_val_1
931,category,category_val_3
932,category,category_val_1
932,brand,brand_val_3
933,category,category_val_7
933,price,price_val_3
933,brand,brand_val_4
934,price,price_val_7
934,brand,brand_val_4
935,brand,brand_val_2
936,brand,brand_val_9
936,color,color_val_7
936,category,category_val_7
937,price,price_val_5
937,brand,brand_val_4
937,category,category_val_5
938,category,category_val_0
938,color,color_val_3
939,category,category_val_5
939,price,price_val_4
940,category,category_val_3
941,color,color_val_5
942,brand,brand_val_4
942,price,price_val_3
943,category,category_val_0
943,brand,brand_val_0
943,color,color_val_3
944,category,category_val_2
944,brand,brand_val_9
945,color,color_val_6
946,category,category_val_2
947,color,color_val_8
947,category,category_val_8
947,price,price_val_2
948,price,price_val_8
948,category,category_val_9
949,color,color_val_6
949,brand,brand_val_9
949,category,category_val_7
950,color,color_val_3
950,brand,brand_val_3
951,category,category_val_4
951,color,color_val_0
951,brand,brand_val_7
952,brand,brand_val_0
953,brand,brand_val_9
953,price,price_val_5
954,price,price_val_1
954,brand,brand_val_7
954,category,category_val_6
955,category,category_val_4
955,brand,brand_val_3
956,brand,brand_val_6
956,color,color_val_6
956,category,category_val_6
957,price,price_val_3
957,category,category_val_6
958,category,category_val_6
958,brand,brand_val_4
958,color,color_val_4
959,brand,brand_val_5
960,category,category_val_8
960,price,price_val_5
960,color,color_val_8
961,brand,brand_val_7
962,brand,brand_val_3
962,color,color_val_6
962,price,price_val_5
963,brand,brand_val_0
964,brand,brand_val_6
964,category,category_val_1
965,brand,brand_val_2
966,brand,brand_val_6
967,category,category_val_7
967,color,color_val_1
968,price,price_val_4
969,color,color_val_5
969,category,category_val_9
969,brand,brand_val_9
970,brand,brand_val_3
970,color,color_val_8
970,category,category_val_3
971,category,category_val_8
972,price,price_val_6
972,color,color_val_3
972,brand,brand_val_6
973,color,color_val_0
973,category,category_val_7
973,price,price_val_9
974,color,color_val_5
975,category,category_val_6
975,price,price_val_3
976,category,category_val_9
977,color,color_val_1
977,category,category_val_1
978,color,color_val_0
978,category,category_val_8
978,brand,brand_val_9
979,category,category_val_8
979,color,color_val_7
979,brand,brand_val_8
980,category,category_val_5
981,price,price_val_3
982,price,price_val_9
982,category,category_val_5
983,category,category_val_8
984,color,color_val_2
985,color,color_val_4
985,category,category_val_8
986,price,price_val_1
986,brand,brand_val_2
986,color,color_val_5
987,color,color_val_4
987,category,category_val_5
987,price,price_val_3
988,color,color_val_5
988,brand,brand_val_0
988,category,category_val_3
989,color,color_val_0
989,price,price_val_9
990,category,category_val_6
990,brand,brand_val_7
990,price,price_val_5
991,category,category_val_4
991,price,price_val_0
991,color,color_val_2
992,brand,brand_val_4
992,color,color_val_2
992,price,price_val_3
993,category,category_val_2
993,color,color_val_0
993,price,price_val_2
994,color,color_val_1
994,price,price_val_5
995,color,color_val_7
995,category,category_val_1
996,price,price_val_1
996,category,category_val_7
997,color,color_val_3
997,price,price_val_9
998,brand,brand_val_5
998,color,color_val_1
999,price,price_val_9
999,category,category_val_8
1000,price,price_val_4
1000,brand,brand_val_6
1000,category,category_val_8
1001,price,price_val_6
1002,price,price_val_2
1002,brand,brand_val_3
1003,color,color_val_6
1003,price,price_val_2
1003,category,category_val_0
1004,category,category_val_6
1005,price,price_val_1
1006,color,color_val_2
1006,category,category_val_0
1006,price,price_val_1
1007,category,category_val_0
1007,price,price_val_2
1008,color,color_val_8
1008,brand,brand_val_8
1009,color,color_val_5
1010,category,category_val_5
1010,color,color_val_4
1011,price,price_val_6
1011,category,category_val_8
1012,price,price_val_1
1012,category,category_val_0
1013,brand,brand_val_2
1013,price,price_val_5
1014,price,price_val_5
1015,category,category_val_4
1016,price,price_val_6
1016,color,color_val_4
1017,category,category_val_6
1017,price,price_val_9
1017,brand,brand_val_4
1018,category,category_val_9
1018,price,price_val_4
1018,brand,brand_val_7
1019,brand,brand_val_2
1020,category,category_val_0
1021,brand,brand_val_7
1021,price,price_val_2
1021,color,color_val_6
1022,brand,brand_val_9
1023,color,color_val_3
1024,category,category_val_3
1024,brand,brand_val_3
1024,price,price_val_4
1025,brand,brand_val_9
1026,price,price_val_2
1027,category,category_val_2
1027,price,price_val_8
1028,price,price_val_1
1029,brand,brand_val_5
1029,price,price_val_8
1030,brand,brand_val_4
1030,price,price_val_0
1030,color,color_val_4
1031,category,category_val_8
1031,price,price_val_2
1032,color,color_val_9
1033,price,price_val_5
1033,color,color_val_0
1033,brand,brand_val_3
1034,brand,brand_val_4
1035,price,price_val_4
1036,color,color_val_6
1036,brand,brand_val_9
1036,category,category_val_4
1037,category,category_val_8
1038,category,category_val_2
1038,color,color_val_7
1039,color,color_val_7
1039,price,price_val_5
1039,category,category_val_7
1040,color,color_val_7
1040,brand,brand_val_2
1040,category,category_val_1
1041,category,category_val_3
1041,color,color_val_9
1041,price,price_val_7
1042,color,color_val_2
1042,category,category_val_3
1043,color,color_val_6
1044,color,color_val_7
1044,brand,brand_val_7
1045,brand,brand_val_0
1045,color,color_val_7
1045,category,category_val_3
1046,color,color_val_1
1046,brand,brand_val_8
1047,price,price_val_9
1048,category,category_val_7
1049,category,category_val_3
1050,brand,brand_val_3
1050,color,color_val_0
1051,price,price_val_6
1051,color,color_val_7
1051,category,category_val_8
1052,category,category_val_7
1053,brand,brand_val_3
1053,color,color_val_6
1054,category,category_val_9
1055,brand,brand_val_1
1055,category,category_val_7
1056,color,color_val_4
1056,brand,brand_val_7
1056,category,category_val_5
1057,color,color_val_4
1057,category,category_val_9
1058,brand,brand_val_8
1059,color,color_val_7
1059,price,price_val_1
1060,category,category_val_1
1060,price,price_val_1
1060,color,color_val_0
1061,brand,brand_val_7
1061,color,color_val_1
1062,brand,brand_val_2
1063,category,category_val_3
1063,color,color_val_5
1063,price,price_val_0
1064,color,color_val_9
1064,price,price_val_9
1064,category,category_val_1
1065,brand,brand_val_7
1066,brand,brand_val_6
1066,color,color_val_0
1067,category,category_val_6
1067,color,color_val_7
1068,price,price_val_2
1068,color,color_val_7
1068,category,category_val_2
1069,color,color_val_6
1069,brand,brand_val_1
1069,price,price_val_5
1070,category,category_val_2
1070,color,color_val_4
1070,price,price_val_8
1071,category,category_val_7
1072,category,category_val_0
1073,brand,brand_val_8
1073,color,color_val_2
1074,color,color_val_9
1074,price,price_val_3
1074,category,category_val_2
1075,brand,brand_val_7
1076,price,price_val_4
1077,brand,brand_val_7
1078,price,price_val_5
1078,category,category_val_5
1078,brand,brand_val_6
1079,color,color_val_1
1079,category,category_val_7
1080,category,category_val_4
1080,price,price_val_5
1080,color,color_val_1
1081,category,category_val_4
1082,price,price_val_0
1082,color,color_val_1
1082,category,category_val_2
1083,price,price_val_2
1083,brand,brand_val_5
1084,color,color_val_6
1084,brand,brand_val_1
1084,category,category_val_4
1085,color,color_val_0
1085,price,price_val_4
1085,brand,brand_val_2
1086,category,category_val_0
1086,brand,brand_val_7
1086,color,color_val_2
1087,price,price_val_0
1088,brand,brand_val_5
1088,category,category_val_5
1089,price,price_val_6
1089,color,color_val_9
1090,color,color_val_0
1090,category,category_val_5
1090,brand,brand_val_2
1091,price,price_val_2
1091,brand,brand_val_7
1092,color,color_val_5
1092,brand,brand_val_8
1092,category,category_val_5
1093,price,price_val_0
1093,brand,brand_val_3
1094,color,color_val_7
1095,price,price_val_2
1095,color,color_val_3
1095,brand,brand_val_5
1096,color,color_val_3
1096,category,category_val_9
1096,price,price_val_4
1097,price,price_val_1
1098,category,category_val_6
1098,color,color_val_1
1099,brand,brand_val_7
1099,price,price_val_3
1099,color,color_val_4
1100,price,price_val_2
1100,color,color_val_8
1101,color,color_val_5
1101,category,category_val_0
1101,brand,brand_val_3
1102,price,price_val_8
1102,category,category_val_4
1103,color,color_val_1
1103,brand,brand_val_2
1103,category,category_val_4
1104,price,price_val_5
1104,brand,brand_val_0
1104,category,category_val_8
1105,color,color_val_3
1106,brand,brand_val_0
1106,category,category_val_2
1107,category,category_val_1
1108,brand,brand_val_8
1108,price,price_val_0
1108,category,category_val_0
1109,color,color_val_0
1109,price,price_val_5
1109,category,category_val_6
1110,color,color_val_6
1110,category,category_val_2
1110,price,price_val_0
1111,category,category_val_9
1112,price,price_val_7
1113,price,price_val_3
1113,category,category_val_0
1113,brand,brand_val_2
1114,color,color_val_0
1114,price,price_val_5
1115,category,category_val_5
1116,category,category_val_9
1117,color,color_val_0
1118,category,category_val_1
1119,price,price_val_4
1120,price,price_val_3
1121,price,price_val_4
1122,color,color_val_9
1122,brand,brand_val_6
1123,color,color_val_5
1124,brand,brand_val_2
1124,price,price_val_6
1124,color,color_val_3
1125,price,price_val_4
1125,brand,brand_val_8
1125,color,color_val_3
1126,category,category_val_9
1127,color,color_val_8
1127,category,category_val_0
1128,brand,brand_val_3
1128,color,color_val_0
1128,category,category_val_3
1129,brand,brand_val_8
1129,category,category_val_5
1130,price,price_val_6
1130,brand,brand_val_8
1131,price,price_val_1
1132,price,price_val_2
1133,color,color_val_3
1133,brand,brand_val_0
1134,price,price_val_0
1134,brand,brand_val_4
1135,brand,brand_val_0
1135,category,category_val_1
1136,brand,brand_val_3
1137,brand,brand_val_1
1137,category,category_val_8
1137,price,price_val_8
1138,color,color_val_8
1138,category,category_val_8
1138,brand,brand_val_7
1139,category,category_val_3
1140,color,color_val_8
1141,category,category_val_5
1141,price,price_val_1
1141,brand,brand_val_1
1142,brand,brand_val_1
1142,color,color_val_7
1142,price,price_val_8
1143,category,category_val_8
1143,price,price_val_8
1143,brand,brand_val_0
1144,price,price_val_3
1144,brand,brand_val_1
1145,color,color_val_9
1145,category,category_val_3
1146,brand,brand_val_3
1146,category,category_val_2
1146,price,price_val_4
1147,color,color_val_7
1147,brand,brand_val_8
1148,category,category_val_8
1148,color,color_val_4
1149,category,category_val_6
1149,price,price_val_1
1149,color,color_val_2
1150,brand,brand_val_5
1151,price,price_val_9
1151,category,category_val_3
1151,brand,brand_val_5
1152,category,category_val_4
1153,color,color_val_3
1153,brand,brand_val_7
1153,category,category_val_7
1154,brand,brand_val_2
1154,color,color_val_4
1154,price,price_val_6
1155,color,color_val_7
1156,price,price_val_4
1156,color,color_val_5
1156,brand,brand_val_7
1157,price,price_val_2
1157,brand,brand_val_2
1158,brand,brand_val_8
1159,price,price_val_8
1159,brand,brand_val_0
1160,brand,brand_val_6
1160,price,price_val_3
1161,category,category_val_2
1161,price,price_val_3
1162,color,color_val_0
1163,category,category_val_8
1163,color,color_val_0
1164,brand,brand_val_7
1164,category,category_val_3
1164,color,color_val_7
1165,brand,brand_val_8
1165,price,price_val_4
1165,color,color_val_0
1166,color,color_val_3
1166,category,category_val_3
1166,brand,brand_val_9
1167,category,category_val_5
1167,brand,brand_val_1
1167,price,price_val_0
1168,category,category_val_2
1168,price,price_val_0
1169,price,price_val_6
1169,color,color_val_8
1170,brand,brand_val_9
1171,category,category_val_1
1171,brand,brand_val_1
1172,category,category_val_9
1172,brand,brand_val_3
1172,color,color_val_9
1173,price,price_val_2
1173,color,color_val_6
1173,brand,brand_val_6
1174,price,price_val_0
1174,category,category_val_9
1175,price,price_val_8
1175,color,color_val_3
1175,category,category_val_1
1176,color,color_val_1
1176,brand,brand_val_3
1177,brand,brand_val_0
1178,category,category_val_0
1178,brand,brand_val_7
1179,color,color_val_6
1179,price,price_val_2
1179,category,category_val_5
1180,color,color_val_2
1180,brand,brand_val_9
1180,category,category_val_6
1181,brand,brand_val_9
1181,category,category_val_9
1182,color,color_val_9
1182,price,price_val_8
1182,category,category_val_3
1183,category,category_val_1
1183,brand,brand_val_2
1184,category,category_val_2
1184,price,price_val_4
1185,price,price_val_6
1185,category,category_val_4
1186,category,category_val_9
1187,brand,brand_val_9
1188,price,price_val_5
1188,brand,brand_val_5
1189,price,price_val_3
1189,brand,brand_val_5
1189,category,category_val_2
1190,color,color_val_4
1191,color,color_val_9
1192,category,category_val_7
1192,price,price_val_9
1192,brand,brand_val_6
1193,color,color_val_6
1194,category,category_val_0
1195,brand,brand_val_6
1195,category,category_val_0
1196,brand,brand_val_0
1196,category,category_val_2
1196,price,price_val_9
1197,brand,brand_val_2
1197,category,category_val_5
1198,brand,brand_val_6
1198,category,category_val_6
1198,price,price_val_1
1199,price,price_val_8
1200,price,price_val_9
1201,brand,brand_val_8
1201,price,price_val_8
1201,color,color_val_1
1202,price,price_val_0
1202,color,color_val_3
1202,brand,brand_val_9
1203,brand,brand_val_2
1203,category,category_val_2
1204,category,category_val_6
1205,brand,brand_val_2
1206,price,price_val_4
1206,category,category_val_3
1207,price,price_val_6
1207,category,category_val_1
1207,color,color_val_5
1208,color,color_val_2
1208,category,category_val_1
1209,brand,brand_val_7
1210,brand,brand_val_2
1210,category,category_val_0
1210,price,price_val_6
1211,color,color_val_3
1212,color,color_val_7
1212,category,category_val_4
1212,price,price_val_6
1213,category,category_val_6
1213,price,price_val_3
1213,color,color_val_5
1214,category,category_val_4
1215,color,color_val_5
1215,brand,brand_val_8
1215,category,category_val_3
1216,price,price_val_8
1216,color,color_val_5
1216,brand,brand_val_7
1217,color,color_val_6
1218,category,category_val_2
1219,brand,brand_val_2
1219,category,category_val_7
1220,brand,brand_val_4
1220,price,price_val_2
1220,color,color_val_4
1221,brand,brand_val_2
1221,price,price_val_1
1221,color,color_val_4
1222,category,category_val_2
1222,brand,brand_val_8
1223,color,color_val_7
1223,price,price_val_8
1224,color,color_val_4
1224,category,category_val_1
1225,price,price_val_0
1226,brand,brand_val_4
1226,price,price_val_9
1226,category,category_val_0
1227,brand,brand_val_0
1227,category,category_val_8
1227,price,price_val_9
1228,brand,brand_val_5
1229,price,price_val_4
1230,color,color_val_5
1230,brand,brand_val_0
1230,category,category_val_4
1231,color,color_val_4
1231,price,price_val_8
1231,brand,brand_val_8
1232,price,price_val_1
1233,brand,brand_val_8
1233,color,color_val_6
1233,price,price_val_5
1234,price,price_val_9
1235,brand,brand_val_9
1235,price,price_val_9
1235,color,color_val_2
1236,price,price_val_7
1236,category,category_val_3
1237,color,color_val_3
1237,brand,brand_val_3
1237,price,price_val_8
1238,price,price_val_9
1239,price,price_val_3
1240,price,price_val_7
1240,brand,brand_val_6
1241,color,color_val_3
1241,brand,brand_val_2
1241,price,price_val_3
1242,price,price_val_7
1242,brand,brand_val_1
1243,brand,brand_val_8
1244,price,price_val_5
1244,brand,brand_val_9
1244,color,color_val_3
1245,color,color_val_2
1245,category,category_val_4
1246,brand,brand_val_2
1246,category,category_val_7
1246,price,price_val_9
1247,category,category_val_3
1247,price,price_val_2
1248,price,price_val_4
1248,category,category_val_1
1249,category,category_val_4
1250,color,color_val_5
1251,color,color_val_5
1251,price,price_val_6
1252,color,color_val_8
1252,brand,brand_val_2
1253,price,price_val_1
1254,price,price_val_5
1254,category,category_val_9
1254,color,color_val_1
1255,color,color_val_9
1256,brand,brand_val_7
1257,price,price_val_6
1257,category,category_val_5
1258,color,color_val_6
1259,color,color_val_0
1259,price,price_val_1
1259,category,category_val_1
1260,brand,brand_val_6
1260,color,color_val_0
1261,brand,brand_val_1
1262,category,category_val_7
1262,color,color_val_4
1262,brand,brand_val_6
1263,category,category_val_1
1264,category,category_val_7
1264,color,color_val_7
1264,brand,brand_val_5
1265,brand,brand_val_8
1266,brand,brand_val_4
1267,color,color_val_3
1267,category,category_val_5
1267,price,price_val_8
1268,color,color_val_5
1268,price,price_val_3
1269,price,price_val_2
1270,color,color_val_0
1270,category,category_val_9
1271,color,color_val_8
1271,category,category_val_3
1272,brand,brand_val_9
1272,category,category_val_2
1272,price,price_val_0
1273,category,category_val_4
1273,price,price_val_8
1274,price,price_val_2
1274,color,color_val_9
1275,category,category_val_2
1275,price,price_val_8
1276,color,color_val_5
1276,category,category_val_6
1277,color,color_val_5
1278,category,category_val_4
1278,price,price_val_2
1278,brand,brand_val_7
1279,category,category_val_3
1280,price,price_val_7
1280,color,color_val_1
1280,category,category_val_8
1281,category,category_val_5
1282,color,color_val_9
1282,category,category_val_3
1283,color,color_val_6
1283,brand,brand_val_4
1283,category,category_val_6
1284,brand,brand_val_8
1284,price,price_val_5
1284,color,color_val_2
1285,brand,brand_val_7
1285,price,price_val_7
1286,brand,brand_val_1
1287,color,color_val_2
1288,category,category_val_5
1288,price,price_val_4
1288,color,color_val_3
